order_id,product_id,sales
ca-2017-155670,off-bi-10000138,11.232
ca-2017-155670,off-pa-10000474,10.272
us-2015-157406,off-pa-10003543,10.368
us-2015-157406,off-ar-10002221,6.24
ca-2016-139094,fur-ta-10004607,206.962
ca-2018-168837,fur-fu-10001918,9.46
ca-2018-116715,off-st-10004340,559.62
ca-2018-116715,off-pa-10004475,109.92
ca-2018-116715,off-pa-10003893,8.56
ca-2016-135622,off-pa-10000100,360.712
ca-2016-135622,tec-ph-10001817,1718.4
us-2016-107349,off-bi-10001765,41.568
ca-2015-139017,tec-ac-10001013,46.864
ca-2015-141817,off-ar-10003478,19.536
ca-2016-130785,fur-bo-10000330,411.332
ca-2016-130785,off-bi-10001900,28.752
ca-2016-130785,fur-bo-10003159,293.199
ca-2017-110254,off-su-10002573,35.06
ca-2017-110254,off-la-10004484,4.13
ca-2017-110254,fur-fu-10001591,109.8
ca-2017-110254,off-la-10002034,9.82
us-2015-158057,off-bi-10004410,7.644
us-2015-158057,off-bi-10002735,51.465
ca-2018-146024,off-su-10001225,6.976
ca-2018-146024,off-bi-10003291,12.222
ca-2017-129686,off-st-10004337,97.984
ca-2017-129686,tec-ac-10001266,62.4
ca-2015-118976,off-bi-10001628,20.86
ca-2015-118976,off-st-10000877,497.61
ca-2015-118976,off-ar-10004752,5.34
ca-2015-118976,off-la-10000452,3.15
ca-2016-105347,off-pa-10000675,368.91
ca-2016-105347,off-ar-10003045,14.7
ca-2017-124667,tec-ac-10003447,59.97
ca-2017-124667,off-st-10002276,83.36
ca-2016-111094,off-pa-10001609,6.58
ca-2016-111094,off-bi-10001597,122.94
ca-2018-166317,off-pa-10004475,219.84
ca-2018-166317,tec-ac-10004510,98.16
ca-2018-166317,off-bi-10002976,33.04
ca-2018-166317,tec-ph-10001615,86.97
ca-2016-154326,tec-ph-10001819,134.97
ca-2016-154326,tec-ph-10000560,699.98
ca-2016-154326,tec-ac-10004568,139.95
ca-2015-102008,off-pa-10004092,48.94
ca-2015-120474,fur-ch-10001854,2807.84
ca-2015-120474,off-ar-10000475,46.64
ca-2015-104773,off-st-10000777,60.416
ca-2017-140774,off-ar-10004022,107.94
us-2018-139465,off-st-10002352,63.84
us-2018-139465,tec-ph-10000455,347.97
us-2018-139465,off-bi-10003910,37.008
ca-2017-100965,fur-fu-10003039,215.65
ca-2017-121034,off-fa-10000585,11.168
ca-2017-121034,off-pa-10001994,53.952
ca-2017-149461,fur-fu-10004270,4.18
ca-2018-158379,off-bi-10002498,5.607
ca-2018-158379,off-su-10002881,4663.736
ca-2018-158379,tec-ac-10002926,79.984
us-2017-116729,tec-ph-10002200,2575.944
us-2017-116729,off-pa-10002005,45.36
us-2017-116729,tec-ac-10001465,254.24
ca-2017-164938,tec-ph-10004897,69.93
ca-2017-165484,fur-fu-10001196,16.156
ca-2017-165484,off-pa-10000595,54.816
ca-2015-132612,fur-ta-10004534,1441.3
us-2018-161193,fur-fu-10001861,77.6
us-2018-161193,fur-fu-10000206,4.656
ca-2016-131597,fur-ta-10002607,170.136
ca-2016-164833,off-la-10000443,7.38
ca-2016-164833,off-ar-10004685,9.26
ca-2016-125423,off-la-10001771,9.96
us-2015-130379,off-ap-10001394,75.6
us-2015-130379,fur-fu-10002553,29.32
ca-2017-168956,off-ap-10004233,92.064
ca-2017-168956,off-fa-10000304,6.976
ca-2017-168956,fur-ch-10004754,62.958
ca-2017-168956,off-pa-10000809,5.184
ca-2017-167507,off-bi-10003694,31.32
ca-2017-167507,fur-fu-10001935,11.84
ca-2017-167507,fur-fu-10002878,22.784
ca-2017-109344,tec-ph-10002624,1127.976
us-2016-140851,off-pa-10000019,38.88
ca-2015-103373,tec-ph-10002885,779.796
ca-2018-145884,tec-ph-10000895,1439.92
ca-2018-145884,fur-ta-10002356,262.11
ca-2016-131422,fur-ch-10001270,207.0
ca-2018-162691,tec-ma-10000488,1439.982
ca-2018-162691,off-pa-10003729,36.288
ca-2015-141278,off-ar-10003056,21.4
ca-2018-122693,off-ap-10002518,1245.86
ca-2015-117345,off-la-10000240,17.544
ca-2015-117345,fur-fu-10000629,44.128
ca-2015-117345,off-ap-10001005,62.92
ca-2015-117345,off-pa-10002377,78.304
ca-2017-157763,fur-ch-10000988,140.81
ca-2016-135391,off-la-10001074,40.096
ca-2016-135391,fur-fu-10001986,40.784
us-2018-113852,tec-ac-10003027,90.57
us-2018-158512,off-pa-10001804,40.08
us-2018-158512,fur-fu-10004973,37.68
ca-2018-128370,fur-ch-10002602,362.352
ca-2018-128370,off-bi-10004140,7.184
ca-2016-160472,off-st-10000464,34.76
ca-2016-160472,tec-ac-10002253,831.2
ca-2016-160472,off-pa-10000528,26.4
ca-2016-160472,off-en-10000483,106.75
ca-2016-160472,off-pa-10003129,97.82
ca-2016-160472,off-st-10003442,141.4
ca-2015-114643,off-ar-10003631,14.52
us-2018-158218,off-st-10000563,127.92
us-2018-158218,off-bi-10002133,34.24
ca-2016-121608,off-ap-10002311,137.62
ca-2016-121608,tec-ph-10004959,100.49
us-2018-121251,fur-bo-10001918,257.568
us-2018-121251,tec-ph-10004896,119.96
ca-2015-151078,off-st-10001328,49.632
us-2017-100839,fur-ta-10004575,727.45
us-2017-100839,fur-fu-10001617,24.96
us-2018-116659,tec-ph-10002824,370.782
ca-2018-118857,fur-fu-10004460,196.45
ca-2016-127110,off-pa-10003309,31.104
ca-2016-127110,off-st-10002554,78.256
ca-2017-148201,off-pa-10000019,6.48
ca-2015-116932,off-ar-10002067,99.2
ca-2015-116932,fur-ch-10001215,801.568
ca-2015-116932,fur-ta-10004175,272.848
ca-2018-142888,fur-ta-10004767,70.98
ca-2015-147914,off-pa-10000474,16.224
us-2017-112977,fur-bo-10003272,176.784
ca-2018-112039,tec-ph-10000984,470.376
ca-2018-118885,fur-ch-10002880,393.568
ca-2018-118885,tec-ph-10002563,302.376
us-2018-166611,off-bi-10001191,68.742
ca-2016-109512,off-en-10001539,29.34
ca-2016-109512,fur-ch-10001146,383.607
ca-2016-109512,off-st-10000689,563.4
ca-2017-118570,off-pa-10001289,217.056
ca-2018-154718,off-la-10003714,6.0
ca-2017-147578,fur-fu-10001889,31.56
ca-2015-140165,off-fa-10003112,7.104
ca-2015-140165,off-bi-10004519,398.352
ca-2015-142587,off-ap-10004708,121.792
ca-2015-142587,fur-ta-10000617,409.59
ca-2015-157623,off-pa-10001204,10.56
ca-2015-157623,off-ar-10003723,3.38
ca-2018-145310,off-en-10001539,7.824
ca-2017-100083,off-pa-10000241,24.784
us-2018-108063,off-ar-10001446,34.65
ca-2016-109197,off-bi-10004632,487.984
ca-2018-141789,off-bi-10001359,1793.98
ca-2015-169775,off-en-10001749,29.808
ca-2015-169775,off-bi-10004390,505.176
ca-2015-169775,fur-ta-10001857,174.0585
ca-2017-140543,off-st-10000563,191.88
ca-2017-151141,tec-ph-10004924,14.78
ca-2018-167094,off-pa-10003953,5.184
ca-2018-167094,fur-ch-10000155,478.48
ca-2018-167094,tec-ac-10003116,28.4
ca-2018-154410,off-st-10002743,909.12
us-2017-150567,off-bi-10001757,2.952
us-2017-150567,off-bi-10000069,27.018
ca-2016-157959,fur-fu-10004093,136.92
ca-2018-105886,fur-fu-10001037,18.96
ca-2017-105963,tec-ac-10003832,99.39
ca-2018-121503,off-pa-10001878,273.896
ca-2018-121503,tec-ma-10003674,597.132
ca-2015-103366,tec-ac-10003628,149.95
ca-2018-124597,off-la-10003190,4.608
ca-2018-124597,off-ar-10003631,15.528
ca-2018-124597,off-la-10001569,11.952
ca-2016-105634,off-ar-10001573,11.65
ca-2016-123673,tec-ph-10001809,299.9
us-2018-111423,off-bi-10003091,895.92
us-2018-111423,fur-ch-10003981,462.564
ca-2016-125178,off-st-10002562,15.008
ca-2017-156685,tec-ph-10004345,863.64
ca-2017-156685,off-ar-10000588,47.616
ca-2018-126865,off-pa-10003039,92.94
ca-2018-102834,tec-ac-10001908,199.98
us-2017-139710,tec-ph-10001198,177.48
ca-2018-121538,off-pa-10004071,88.768
us-2018-101539,off-pa-10001972,6.48
us-2018-101539,off-st-10004180,46.51
us-2018-101539,tec-ph-10004165,659.976
ca-2017-152121,tec-ph-10002483,271.992
ca-2018-161200,fur-bo-10000468,145.74
ca-2018-161200,fur-fu-10001706,15.4
ca-2018-101245,off-pa-10003129,244.55
ca-2018-101245,tec-ac-10001284,166.16
ca-2016-141768,fur-fu-10002268,14.73
ca-2017-112109,off-bi-10002082,19.968
ca-2017-112109,off-st-10001505,33.488
ca-2017-112109,off-bi-10001634,8.736
ca-2017-112109,fur-ch-10004287,662.88
ca-2018-144064,off-la-10004544,47.36
ca-2018-144064,off-st-10004507,27.44
ca-2018-144064,off-bi-10002012,3.24
ca-2017-108581,tec-ac-10001109,95.968
ca-2017-108581,off-pa-10000809,10.368
ca-2018-157987,off-ar-10000658,23.1
ca-2018-157987,fur-fu-10001196,11.54
ca-2018-157987,fur-ta-10001889,254.526
ca-2018-157987,off-ap-10000358,12.98
ca-2018-157987,off-bi-10004970,26.432
ca-2018-157987,tec-ph-10003885,197.97
ca-2018-157987,off-la-10001641,18.9
ca-2018-157987,fur-ch-10003379,1282.41
ca-2018-157987,off-ar-10004582,4.92
ca-2018-157987,tec-ac-10002842,238.0
ca-2018-157987,tec-ac-10000109,167.97
ca-2018-157987,off-pa-10003893,17.12
ca-2018-110905,off-bi-10003669,16.2
ca-2018-110905,off-ap-10004785,33.99
ca-2018-110905,tec-ac-10003023,296.85
ca-2018-110905,tec-ac-10002217,112.8
ca-2018-110905,off-bi-10002954,13.71
ca-2018-110905,off-pa-10002586,24.9
ca-2018-110905,off-st-10000025,286.29
ca-2018-110905,off-ap-10003281,24.18
ca-2018-165841,tec-ph-10002103,281.97
ca-2018-165841,off-su-10000898,69.5
ca-2018-165841,off-pa-10001144,166.44
ca-2018-117485,tec-ac-10004659,291.96
ca-2018-140242,off-ar-10004752,6.408
ca-2018-140242,tec-ac-10004659,408.744
ca-2015-148950,off-bi-10001249,5.104
ca-2015-148950,off-fa-10003059,2.896
ca-2015-148950,tec-ac-10002718,35.016
ca-2015-110408,off-st-10001522,275.97
ca-2015-110408,tec-ph-10002352,1394.95
ca-2015-110408,fur-ch-10003774,545.88
ca-2016-109939,off-ar-10000127,5.248
ca-2017-112669,fur-ch-10004086,933.536
ca-2017-112669,off-st-10001228,42.976
ca-2016-119592,off-bi-10004187,3.76
ca-2015-122749,tec-ph-10003811,479.96
ca-2015-164721,off-ap-10000240,320.88
ca-2015-164721,fur-fu-10001940,23.88
ca-2015-164721,off-pa-10000575,26.76
ca-2017-147417,tec-co-10001449,1439.976
ca-2016-127509,off-bi-10002393,17.22
ca-2016-127509,fur-ta-10002855,1024.38
ca-2016-127509,off-en-10000461,26.22
ca-2016-127509,off-pa-10002160,17.34
ca-2018-111374,off-bi-10004970,4.956
ca-2018-133648,off-la-10003923,71.04
ca-2018-133648,off-ar-10002257,5.344
ca-2018-133648,off-fa-10004395,11.304
us-2018-147221,off-ap-10002534,294.62
us-2018-147221,fur-fu-10004020,8.752
ca-2015-131905,off-la-10002787,15.0
ca-2015-131905,tec-ph-10003645,161.61
ca-2015-131905,tec-ph-10001615,144.95
ca-2018-166128,tec-ac-10001767,199.95
ca-2018-166128,off-ar-10001221,41.86
ca-2018-163510,off-st-10000563,95.94
ca-2018-163510,fur-ch-10001146,304.45
us-2018-143028,off-bi-10004738,11.364
ca-2015-111150,off-ar-10000034,29.68
ca-2015-111150,tec-ac-10000290,47.53
ca-2018-165386,fur-bo-10003034,183.372
ca-2015-116407,off-ar-10001315,4.224
ca-2015-116407,off-ap-10002118,333.056
ca-2015-116407,off-pa-10002137,24.896
ca-2016-155761,tec-ac-10001606,159.984
ca-2016-155761,off-st-10000943,46.344
ca-2017-145905,fur-ch-10001854,350.98
ca-2017-145905,off-pa-10000533,13.08
ca-2017-145905,off-st-10003716,900.08
ca-2016-113110,off-bi-10000088,17.568
ca-2016-113110,off-la-10000240,14.62
ca-2016-113110,off-su-10001165,33.36
ca-2016-113110,off-pa-10002749,40.14
ca-2017-168354,off-st-10001490,1606.23
ca-2017-168354,off-pa-10002377,17.04
ca-2017-168354,off-bi-10004826,49.53
ca-2017-168354,fur-ch-10004675,872.32
us-2018-111241,off-bi-10002867,239.12
ca-2016-114237,fur-bo-10004409,141.96
ca-2017-113516,off-bi-10002225,33.024
ca-2017-113516,off-bi-10001989,67.136
ca-2016-117961,off-bi-10000343,14.73
ca-2016-117961,off-st-10001172,104.9
ca-2016-117961,off-bi-10003707,61.04
ca-2016-117961,off-pa-10001274,10.95
ca-2017-128923,off-pa-10002250,9.392
ca-2017-128923,off-ar-10000475,9.328
ca-2018-162481,off-bi-10002976,8.26
ca-2018-162481,fur-ch-10003061,269.97
ca-2016-119214,off-pa-10002893,29.04
ca-2016-119214,off-la-10003077,14.62
ca-2016-122287,off-pa-10001661,11.952
ca-2016-122287,off-bi-10004656,4.536
ca-2016-122287,off-bi-10003707,9.156
ca-2016-122287,fur-fu-10004973,75.36
ca-2016-104493,off-bi-10004817,57.504
us-2018-158946,off-ar-10001860,38.864
ca-2015-129168,off-pa-10001639,15.552
ca-2017-131835,off-ap-10004487,162.64
ca-2017-131835,tec-ph-10001760,597.0
ca-2017-131835,off-pa-10004071,55.48
ca-2016-142237,fur-fu-10004848,289.8
ca-2016-142237,off-bi-10004022,2.502
ca-2016-142237,off-bi-10003669,6.48
ca-2016-142237,fur-ch-10003833,341.488
ca-2016-142237,off-ar-10003732,11.12
ca-2016-142237,fur-fu-10003142,25.344
ca-2017-136434,fur-fu-10001196,17.31
ca-2018-120376,tec-ac-10001114,199.95
ca-2018-120376,fur-ch-10002335,1586.69
ca-2018-120376,tec-ac-10000844,84.99
ca-2018-120376,fur-ta-10004534,411.8
ca-2015-106439,off-fa-10003112,11.34
ca-2015-106439,off-st-10003996,80.3
ca-2015-106439,off-bi-10002571,15.968
ca-2015-106439,off-pa-10000477,64.74
ca-2015-106439,off-bi-10004209,19.296
ca-2015-106439,off-st-10001963,405.64
ca-2015-106439,fur-ch-10003833,146.352
ca-2015-106439,tec-ac-10004568,251.91
ca-2015-106439,off-ar-10001419,12.39
ca-2016-133452,tec-ac-10002800,199.96
ca-2016-133452,fur-ta-10003954,710.832
ca-2017-146521,off-bi-10000301,1.941
us-2018-110996,fur-ch-10003956,283.92
ca-2017-129693,off-bi-10002954,7.312
ca-2018-122504,tec-ac-10003289,59.97
ca-2018-122504,tec-ph-10002468,761.544
ca-2015-131051,fur-fu-10001861,58.2
ca-2018-140676,off-pa-10004082,39.9
ca-2018-140676,off-ap-10000358,90.86
ca-2018-140676,off-pa-10004243,94.85
ca-2016-120103,off-pa-10001295,106.232
ca-2016-120103,tec-ph-10002170,111.984
ca-2016-120103,fur-fu-10002885,7.712
ca-2018-104647,off-pa-10002870,37.44
ca-2015-110352,off-la-10003923,23.68
ca-2017-140501,off-la-10003510,122.12
ca-2017-140501,off-la-10000248,18.45
ca-2017-140501,off-st-10000060,324.9
ca-2017-140501,off-pa-10003129,146.73
ca-2017-140501,off-fa-10004076,3.96
ca-2016-139290,off-la-10004008,5.76
ca-2018-166142,off-bi-10004094,26.55
ca-2018-166142,fur-ta-10004607,310.443
ca-2015-145926,fur-ch-10004289,479.9
ca-2016-149678,off-su-10004498,12.88
us-2016-164357,off-ar-10001177,13.12
us-2017-146570,off-bi-10001718,511.84
us-2017-146570,off-ar-10004602,91.96
us-2017-146570,off-ar-10003856,8.34
ca-2018-124401,off-st-10000649,37.68
ca-2018-124401,tec-ac-10002926,279.944
us-2015-140116,off-st-10000078,636.408
us-2015-140116,off-ar-10001044,83.168
ca-2015-123295,fur-ch-10002372,259.136
ca-2018-167101,off-pa-10000357,221.92
ca-2018-167101,tec-ac-10001266,26.0
us-2015-167633,off-pa-10004888,15.552
us-2015-152723,off-bi-10003460,0.876
ca-2016-164882,off-pa-10000157,19.98
ca-2016-164882,off-bi-10004519,398.352
ca-2016-164882,off-ar-10004272,5.04
ca-2016-164882,off-fa-10000585,17.45
ca-2016-164882,fur-ch-10004218,323.136
ca-2016-164882,off-su-10004231,29.7
ca-2016-164882,tec-ph-10001578,1295.84
ca-2016-164882,off-st-10003638,46.84
ca-2016-164882,fur-bo-10002213,425.833
ca-2016-159786,fur-ta-10001307,209.67
ca-2017-130267,off-pa-10002222,159.88
ca-2018-155460,off-pa-10002479,5.28
ca-2018-155460,off-bi-10003091,895.92
us-2018-168690,off-bi-10000145,2.808
ca-2018-158246,fur-ch-10003061,215.976
ca-2018-167381,fur-bo-10001972,241.96
ca-2018-167381,off-la-10000134,27.72
ca-2018-144862,off-en-10003040,104.68
ca-2018-144862,tec-ph-10000923,62.958
ca-2015-126032,tec-ac-10000158,86.376
ca-2016-134859,fur-fu-10003623,64.944
ca-2016-134859,off-pa-10001293,20.736
us-2015-114188,off-ap-10000124,33.28
us-2015-114188,off-ar-10004511,38.52
us-2015-114188,fur-fu-10000076,139.86
ca-2016-156524,off-pa-10003883,19.65
ca-2016-122210,off-bi-10003656,152.991
ca-2016-122210,off-fa-10000053,10.584
ca-2016-122210,tec-ph-10002807,94.92
ca-2016-156377,fur-fu-10002364,14.76
ca-2016-156377,off-bi-10002954,3.656
us-2018-157896,off-pa-10004092,146.82
ca-2015-159520,off-bi-10003982,149.544
ca-2015-159520,off-su-10001664,17.14
ca-2015-159520,fur-ta-10003238,991.764
ca-2017-155481,off-pa-10004675,30.48
ca-2017-155481,tec-ph-10002293,23.988
ca-2017-155481,off-fa-10003112,16.688
us-2017-152051,fur-ch-10002965,422.058
us-2017-152051,off-bi-10004781,38.088
us-2017-152051,off-st-10001713,254.352
ca-2015-141607,fur-fu-10003975,43.31
ca-2018-102771,tec-ph-10001536,84.95
us-2018-139969,fur-ch-10001973,233.058
ca-2015-167360,tec-ac-10001772,111.79
ca-2016-123505,off-pa-10002586,14.94
ca-2017-117282,off-bi-10004094,14.16
us-2017-120460,fur-fu-10004973,22.608
ca-2017-111115,off-fa-10000624,21.48
ca-2015-124646,off-st-10001097,501.81
ca-2015-124646,off-st-10001469,161.94
ca-2018-148166,off-ar-10004956,17.856
ca-2017-159737,off-bi-10004236,8.808
ca-2017-141019,fur-fu-10002937,79.384
ca-2017-101938,off-ar-10003696,34.58
ca-2018-166296,off-pa-10004359,314.55
ca-2017-154018,tec-ac-10002402,191.976
ca-2017-154018,off-pa-10000551,8.288
ca-2017-154018,fur-fu-10003394,139.92
ca-2017-154018,off-ar-10002067,15.872
ca-2017-154018,off-bi-10004140,6.286
ca-2018-117870,off-ar-10004078,14.016
ca-2018-117870,tec-ac-10000927,71.976
ca-2018-117870,tec-ph-10003931,107.982
us-2018-137491,fur-ch-10004675,305.312
ca-2015-152296,off-bi-10004506,19.752
ca-2017-112025,off-bi-10002353,9.264
ca-2016-132507,off-st-10000943,61.792
ca-2017-125738,off-pa-10000740,45.68
ca-2017-125738,off-pa-10003001,60.12
ca-2017-125738,off-bi-10001628,41.72
ca-2017-125738,off-pa-10001509,71.6
ca-2017-128818,off-bi-10000309,85.232
ca-2017-128818,off-la-10003923,44.4
ca-2017-128818,fur-ch-10002084,442.764
ca-2017-128818,tec-ma-10000488,3999.95
ca-2017-128818,tec-ac-10001767,199.95
ca-2017-128818,fur-fu-10001940,63.68
ca-2018-124576,off-bi-10002735,54.896
ca-2017-101378,tec-ac-10002345,29.0
ca-2018-143063,off-en-10001539,70.08
ca-2018-143063,fur-fu-10003708,121.3
ca-2018-143063,tec-ph-10003645,1454.49
ca-2017-118913,off-ap-10000692,60.81
ca-2017-128412,off-bi-10001718,153.552
ca-2017-128412,off-ap-10002082,65.34
ca-2017-128412,off-pa-10001125,123.92
ca-2017-128412,off-ap-10000252,35.1
ca-2017-128412,tec-ac-10003038,44.75
ca-2017-136483,off-ar-10000940,4.704
ca-2015-163013,off-ar-10001954,14.67
ca-2016-135363,off-pa-10003177,15.552
ca-2016-135363,off-pa-10000533,5.232
us-2015-165659,fur-fu-10001935,22.2
us-2015-165659,tec-ph-10002563,881.93
ca-2016-138002,off-bi-10002160,6.096
ca-2016-138002,fur-fu-10004748,191.82
ca-2016-128860,fur-fu-10001473,20.104
ca-2017-164350,off-ar-10000538,67.56
us-2015-103905,off-bi-10001098,29.932
us-2015-103905,tec-ph-10001552,38.272
ca-2016-129854,off-ar-10000390,16.52
ca-2015-125556,tec-ph-10001079,832.93
ca-2015-125556,off-bi-10003460,43.8
ca-2017-162313,off-ap-10003842,167.292
ca-2018-107874,fur-fu-10003535,27.42
ca-2018-129378,off-bi-10002012,1.44
ca-2018-129378,off-bi-10004364,61.776
ca-2018-129378,off-ap-10000576,241.96
ca-2018-129378,fur-ch-10000553,108.608
ca-2015-151953,off-ar-10003469,2.816
ca-2018-130841,off-bi-10000145,9.984
ca-2018-130841,off-st-10001580,14.98
ca-2018-130841,tec-ph-10001817,1145.6
ca-2016-131884,tec-ph-10001578,485.94
ca-2016-131884,off-ar-10004078,37.376
ca-2016-131884,fur-ch-10004860,70.686
ca-2018-121909,off-pa-10003790,54.816
ca-2017-106383,fur-bo-10002202,72.294
ca-2018-130771,off-fa-10003059,2.896
ca-2018-130771,tec-ph-10002496,124.792
ca-2017-139157,fur-ta-10003238,330.588
ca-2015-128055,off-bi-10004390,673.568
ca-2015-128055,off-ap-10002765,52.98
ca-2018-157091,fur-fu-10000293,526.45
ca-2018-132122,off-st-10003692,228.92
ca-2016-123232,tec-ph-10001051,319.968
ca-2018-104066,tec-ac-10001013,205.03
ca-2016-145849,off-st-10000025,190.86
ca-2016-145849,off-ar-10000817,24.32
ca-2017-122322,off-su-10000952,44.4
ca-2018-166849,fur-fu-10004597,44.4
ca-2017-146633,off-bi-10003527,1016.792
ca-2017-146633,off-bi-10002982,38.136
us-2017-126893,tec-ph-10004165,494.982
ca-2018-103380,off-st-10003442,56.56
ca-2018-103380,off-ar-10003856,5.56
ca-2018-103380,off-fa-10004248,9.02
ca-2018-103380,off-ap-10001492,8.62
ca-2018-103380,tec-ph-10004165,659.976
ca-2016-116092,off-pa-10004285,13.36
ca-2016-116092,off-bi-10001628,41.72
ca-2016-116092,off-bi-10000546,11.52
ca-2016-116092,off-ap-10001391,541.44
ca-2016-116092,off-pa-10000477,19.44
ca-2017-117849,off-pa-10004327,143.7
ca-2016-169201,off-ap-10000696,43.26
ca-2016-169201,off-ap-10002082,43.56
ca-2017-164091,tec-ph-10001944,437.85
ca-2017-164091,fur-fu-10004952,109.48
ca-2018-105214,fur-ch-10000015,1212.96
ca-2018-105214,off-pa-10001776,18.54
ca-2016-117611,off-fa-10002280,5.0
ca-2016-117611,tec-ac-10002049,371.97
us-2016-137960,tec-ac-10002253,166.24
ca-2018-122994,fur-bo-10004015,359.97
ca-2017-131065,tec-ac-10004145,499.98
ca-2017-131065,off-pa-10002479,5.28
ca-2017-131065,off-bi-10004970,8.26
ca-2018-149146,off-pa-10003919,7.968
ca-2018-137470,off-pa-10002001,12.96
ca-2018-105480,off-pa-10002787,6.48
ca-2018-105480,off-bi-10003291,6.984
ca-2018-164917,off-ar-10004344,47.96
ca-2016-102036,off-st-10003123,199.74
ca-2016-142944,fur-fu-10000308,435.26
ca-2016-142944,tec-co-10003763,1119.984
ca-2015-157882,fur-ta-10001866,143.432
ca-2015-157882,fur-ch-10002774,122.352
ca-2015-104283,off-st-10004337,306.2
ca-2015-104283,fur-ta-10001039,85.98
ca-2015-104283,tec-ac-10000109,223.96
ca-2018-142622,fur-ch-10003833,97.568
ca-2018-142622,fur-ch-10004289,614.272
ca-2018-142622,fur-bo-10004467,199.98
ca-2017-132143,off-pa-10002713,48.16
ca-2016-153108,tec-ph-10001552,23.92
ca-2016-153108,off-ap-10004249,60.69
ca-2017-112676,off-pa-10003971,14.352
ca-2018-165687,off-ap-10004036,35.04
us-2018-112928,off-ap-10002287,17.48
ca-2018-143343,off-ar-10002375,16.4
ca-2018-115154,fur-ta-10001950,892.98
ca-2016-149342,tec-ph-10001557,287.97
ca-2016-149342,fur-fu-10002937,595.38
ca-2016-149342,off-pa-10001166,12.96
ca-2016-130995,tec-ph-10000347,4.95
ca-2018-127929,fur-fu-10003708,181.95
ca-2016-113145,off-pa-10002659,13.52
ca-2016-113145,fur-fu-10000965,259.7
ca-2016-113145,tec-ph-10001527,42.95
ca-2016-113145,tec-ac-10001838,1399.93
ca-2016-113145,tec-ph-10002597,503.96
ca-2015-162362,off-bi-10000756,12.72
ca-2015-162362,off-bi-10000546,11.52
ca-2017-106558,tec-ac-10001142,316.0
ca-2018-157931,fur-ch-10000785,723.92
ca-2018-157931,off-pa-10000474,106.32
ca-2017-115574,fur-bo-10003441,141.372
ca-2016-160794,off-pa-10004156,27.216
ca-2018-116225,tec-ac-10001432,390.75
us-2018-120418,fur-ch-10001394,280.792
us-2018-120418,off-st-10002370,68.448
us-2018-120418,off-ar-10002956,88.04
us-2018-120418,off-ar-10001955,15.872
us-2018-120418,off-st-10001809,215.592
ca-2018-122035,off-la-10004093,14.62
ca-2018-122035,off-ap-10002118,416.32
ca-2018-122035,off-bi-10000404,43.0
ca-2018-122035,fur-ch-10003833,182.94
ca-2018-122035,off-bi-10002072,60.83
ca-2018-122035,tec-ac-10003095,389.97
ca-2016-117828,off-ap-10001563,194.32
ca-2018-165491,tec-ac-10000358,265.93
ca-2016-109470,off-bi-10004492,94.74
ca-2016-109470,off-bi-10001072,60.64
ca-2016-109470,off-bi-10003707,76.3
ca-2016-109470,off-bi-10000977,364.8
ca-2016-105102,off-bi-10002082,79.872
ca-2016-105102,fur-bo-10004709,46.384
ca-2016-105102,off-pa-10002365,12.96
ca-2018-138422,off-en-10004147,14.352
us-2016-147739,fur-fu-10001468,547.136
ca-2017-155187,off-st-10000642,41.96
ca-2017-155187,off-pa-10000380,41.7
ca-2018-169285,off-pa-10004071,277.4
ca-2018-169285,off-pa-10004971,5.78
ca-2015-140886,off-ap-10000696,69.216
ca-2018-152695,off-en-10004030,10.86
ca-2018-152695,off-ap-10000026,426.79
ca-2015-110639,off-pa-10003936,25.92
ca-2015-110639,off-pa-10004530,45.92
ca-2015-121727,off-ar-10004930,10.72
ca-2017-137736,off-ar-10004999,41.86
us-2015-143231,fur-fu-10002501,63.2
us-2015-143231,tec-ac-10000358,113.97
us-2015-155894,off-st-10004804,123.552
ca-2017-119025,off-ap-10001205,490.32
ca-2017-159373,off-pa-10000659,70.08
ca-2017-159373,off-bi-10004141,1.272
ca-2017-159373,fur-ta-10004619,557.585
ca-2018-109701,off-bi-10004187,9.024
ca-2018-109701,off-bi-10000632,69.456
ca-2018-109701,off-pa-10003724,10.86
ca-2018-109701,off-ap-10002765,79.47
ca-2018-109701,off-ar-10001868,10.08
ca-2016-111514,fur-bo-10002545,1552.831
ca-2016-111514,off-bi-10002735,137.24
ca-2016-111514,tec-ac-10004864,36.51
ca-2016-111514,tec-ma-10000597,239.976
us-2015-148838,fur-ta-10003473,1579.746
us-2015-148838,fur-ta-10001950,1071.576
us-2015-148838,fur-ta-10004175,613.908
us-2015-148838,off-pa-10002960,34.86
us-2015-148838,off-pa-10000919,155.04
ca-2018-136497,off-bi-10001553,13.71
us-2017-108637,fur-fu-10004864,127.88
us-2017-108637,off-ap-10004540,160.32
us-2017-108637,off-bi-10004965,46.0
ca-2015-102295,fur-ch-10001714,120.712
ca-2018-123659,off-pa-10002464,23.12
us-2017-129469,fur-fu-10002298,532.704
us-2017-129469,off-ar-10000315,4.912
ca-2018-155152,tec-ac-10004353,252.0
ca-2017-159940,fur-fu-10004973,60.288
ca-2017-159940,off-fa-10000936,2.632
ca-2017-159940,off-pa-10001609,23.688
ca-2017-159940,fur-ch-10000785,253.372
ca-2018-119669,off-fa-10000053,5.67
us-2015-164616,off-bi-10001718,76.776
