product_id,product_name,category,sub_category
off-bi-10004492,tuf-vin_binders,Office Supplies,binders
off-st-10000798,2300_heavy-duty_transfer_file_systems_by_perma,Office Supplies,storage
off-pa-10002552,xerox_1958,Office Supplies,paper
off-su-10002573,"acme_10""_easy_grip_assistive_scissors",Office Supplies,supplies
off-st-10001580,super_decoflex_portable_personal_file,Office Supplies,storage
off-st-10000934,"contico_72""h_heavy-duty_storage_system",Office Supplies,storage
tec-ac-10000158,sony_64gb_class_10_micro_sdhc_r40_memory_card,Technology,accessories
off-pa-10001947,xerox_1974,Office Supplies,paper
off-ar-10003478,"avery_hi-liter_everbold_pen_style_fluorescent_highlighters,_4/pack",Office Supplies,art
off-ap-10004249,staple_holder,Office Supplies,appliances
tec-co-10004115,sharp_al-1530cs_digital_copier,Technology,copiers
off-pa-10003724,"wirebound_message_book,_4_per_page",Office Supplies,paper
fur-ta-10002041,"bevis_round_conference_table_top,_x-base",Furniture,tables
off-pa-10002893,"wirebound_service_call_books,_5_1/2""_x_4""",Office Supplies,paper
off-la-10003766,self-adhesive_removable_labels,Office Supplies,labels
fur-bo-10001972,o'sullivan_4-shelf_bookcase_in_odessa_pine,Furniture,bookcases
fur-ch-10003956,novimex_high-tech_fabric_mesh_task_chair,Furniture,chairs
off-pa-10000157,xerox_191,Office Supplies,paper
off-ar-10004344,bulldog_vacuum_base_pencil_sharpener,Office Supplies,art
fur-ch-10004886,bevis_steel_folding_chairs,Furniture,chairs
off-pa-10003845,xerox_1987,Office Supplies,paper
off-ar-10001573,american_pencil,Office Supplies,art
off-en-10000483,"white_envelopes,_white_envelopes_with_clear_poly_window",Office Supplies,envelopes
tec-ac-10004114,keytronic_6101_series_-_keyboard_-_black,Technology,accessories
fur-fu-10004712,"westinghouse_mesh_shade_clip-on_gooseneck_lamp,_black",Furniture,furnishings
off-st-10000918,crate-a-files,Office Supplies,storage
fur-ch-10000015,hon_multipurpose_stacking_arm_chairs,Furniture,chairs
fur-fu-10003347,coloredge_poster_frame,Furniture,furnishings
off-bi-10001543,gbc_velobinder_manual_binding_system,Office Supplies,binders
tec-ma-10000029,"epson_workforce_wf-2530_all-in-one_printer,_copier_scanner",Technology,machines
off-ar-10000369,design_ebony_sketching_pencil,Office Supplies,art
off-bi-10004584,gbc_proclick_150_presentation_binding_system,Office Supplies,binders
off-st-10000617,woodgrain_magazine_files_by_perma,Office Supplies,storage
off-st-10003306,letter_size_cart,Office Supplies,storage
off-bi-10000773,insertable_tab_post_binder_dividers,Office Supplies,binders
tec-ac-10002600,belkin_qode_fastfit_bluetooth_keyboard,Technology,accessories
tec-ma-10002937,"canon_color_imageclass_mf8580cdw_wireless_laser_all-in-one_printer,_copier,_scanner",Technology,machines
off-pa-10002230,xerox_1897,Office Supplies,paper
fur-ch-10003396,global_deluxe_steno_chair,Furniture,chairs
fur-fu-10000246,aluminum_document_frame,Furniture,furnishings
off-st-10000060,fellowes_bankers_box_staxonsteel_drawer_file/stacking_system,Office Supplies,storage
off-st-10003058,eldon_mobile_mega_data_cart_mega_stackable_add-on_trays,Office Supplies,storage
off-pa-10002222,"xerox_color_copier_paper,_11""_x_17"",_ream",Office Supplies,paper
fur-ch-10002372,office_star_-_ergonomically_designed_knee_chair,Furniture,chairs
off-la-10001317,avery_520,Office Supplies,labels
fur-fu-10000206,"ge_general_purpose,_extra_long_life,_showcase_&_floodlight_incandescent_bulbs",Furniture,furnishings
off-ar-10000588,newell_345,Office Supplies,art
off-st-10001469,fellowes_bankers_box_recycled_super_stor/drawer,Office Supplies,storage
off-ar-10001953,boston_1645_deluxe_heavier-duty_electric_pencil_sharpener,Office Supplies,art
off-ar-10003156,50_colored_long_pencils,Office Supplies,art
off-ar-10004974,newell_342,Office Supplies,art
tec-ph-10002365,belkin_grip_candy_sheer_case_/_cover_for_iphone_5_and_5s,Technology,phones
off-st-10000142,deluxe_rollaway_locking_file_with_drawer,Office Supplies,storage
tec-ac-10001772,memorex_mini_travel_drive_16_gb_usb_2.0_flash_drive,Technology,accessories
fur-ch-10000225,"global_geo_office_task_chair,_gray",Furniture,chairs
fur-ch-10002331,hon_4700_series_mobuis_mid-back_task_chairs_with_adjustable_arms,Furniture,chairs
off-ap-10002472,3m_office_air_cleaner,Office Supplies,appliances
tec-ac-10004571,logitech_g700s_rechargeable_gaming_mouse,Technology,accessories
off-bi-10001098,acco_d-ring_binder_w/dubllock,Office Supplies,binders
fur-ta-10001889,bush_advantage_collection_racetrack_conference_table,Furniture,tables
off-bi-10000315,poly_designer_cover_&_back,Office Supplies,binders
off-su-10003505,premier_electric_letter_opener,Office Supplies,supplies
off-ap-10002578,"fellowes_premier_superior_surge_suppressor,_10-outlet,_with_phone_and_remote",Office Supplies,appliances
fur-bo-10002824,bush_mission_pointe_library,Furniture,bookcases
off-bi-10002194,cardinal_hold-it_cd_pocket,Office Supplies,binders
off-pa-10004071,"eaton_premium_continuous-feed_paper,_25%_cotton,_letter_size,_white,_1000_shts/box",Office Supplies,paper
off-st-10002743,safco_boltless_steel_shelving,Office Supplies,storage
fur-bo-10001601,"sauder_mission_library_with_doors,_fruitwood_finish",Furniture,bookcases
tec-ph-10002680,samsung_galaxy_note_3,Technology,phones
off-st-10001321,"decoflex_hanging_personal_folder_file,_blue",Office Supplies,storage
off-pa-10001509,"recycled_desk_saver_line_""while_you_were_out""_book,_5_1/2""_x_4""",Office Supplies,paper
off-pa-10003465,xerox_1912,Office Supplies,paper
tec-ph-10000149,cisco_spa525g2_ip_phone_-_wireless,Technology,phones
off-ar-10003045,prang_colored_pencils,Office Supplies,art
off-st-10000689,"fellowes_strictly_business_drawer_file,_letter/legal_size",Office Supplies,storage
tec-ac-10001445,imation_usb_2.0_swivel_flash_drive_usb_flash_drive_-_4_gb_-_pink,Technology,accessories
tec-ac-10002567,logitech_g602_wireless_gaming_mouse,Technology,accessories
off-la-10003923,alphabetical_labels_for_top_tab_filing,Office Supplies,labels
fur-bo-10001337,o'sullivan_living_dimensions_2-shelf_bookcases,Furniture,bookcases
tec-ph-10001924,ihome_fm_clock_radio_with_lightning_dock,Technology,phones
tec-ph-10001363,apple_iphone_5s,Technology,phones
tec-ph-10000376,square_credit_card_reader,Technology,phones
tec-ac-10000303,logitech_m510_wireless_mouse,Technology,accessories
off-st-10001809,fellowes_officeware_wire_shelving,Office Supplies,storage
off-en-10003845,colored_envelopes,Office Supplies,envelopes
tec-ac-10000991,sony_micro_vault_click_8_gb_usb_2.0_flash_drive,Technology,accessories
fur-ta-10001857,balt_solid_wood_rectangular_table,Furniture,tables
off-en-10001434,"strathmore_#10_envelopes,_ultimate_white",Office Supplies,envelopes
off-bi-10002498,clear_mylar_reinforcing_strips,Office Supplies,binders
fur-fu-10004864,"howard_miller_14-1/2""_diameter_chrome_round_wall_clock",Furniture,furnishings
fur-fu-10000073,deflect-o_glasstique_clear_desk_accessories,Furniture,furnishings
off-bi-10001670,vinyl_sectional_post_binders,Office Supplies,binders
off-bi-10001658,gbc_standard_therm-a-bind_covers,Office Supplies,binders
fur-ch-10001215,global_troy_executive_leather_low-back_tilter,Furniture,chairs
off-bi-10000831,storex_flexible_poly_binders_with_double_pockets,Office Supplies,binders
off-pa-10000357,"white_dual_perf_computer_printout_paper,_2700_sheets,_1_part,_heavyweight,_20_lbs.,_14_7/8_x_11",Office Supplies,paper
off-ar-10001662,rogers_handheld_barrel_pencil_sharpener,Office Supplies,art
off-ar-10003856,newell_344,Office Supplies,art
off-bi-10003527,fellowes_pb500_electric_punch_plastic_comb_binding_machine_with_manual_bind,Office Supplies,binders
fur-fu-10001290,executive_impressions_supervisor_wall_clock,Furniture,furnishings
tec-ac-10002399,sandisk_cruzer_32_gb_usb_flash_drive,Technology,accessories
off-ar-10003811,newell_327,Office Supplies,art
off-ar-10001246,newell_317,Office Supplies,art
tec-co-10003236,canon_image_class_d660_copier,Technology,copiers
off-st-10004507,advantus_rolling_storage_box,Office Supplies,storage
off-pa-10001667,great_white_multi-use_recycled_paper_(20lb._and_84_bright),Office Supplies,paper
off-st-10004459,tennsco_single-tier_lockers,Office Supplies,storage
off-st-10000736,carina_double_wide_media_storage_towers_in_natural_&_black,Office Supplies,storage
off-bi-10000285,xtralife_clearvue_slant-d_ring_binders_by_cardinal,Office Supplies,binders
tec-ph-10003555,motorola_hk250_universal_bluetooth_headset,Technology,phones
fur-ch-10003379,global_commerce_series_high-back_swivel/tilt_chairs,Furniture,chairs
off-st-10004963,eldon_gobal_file_keepers,Office Supplies,storage
off-su-10002881,martin_yale_chadless_opener_electric_letter_opener,Office Supplies,supplies
off-en-10001335,"white_business_envelopes_with_contemporary_seam,_recycled_white_business_envelopes",Office Supplies,envelopes
fur-ch-10000595,safco_contoured_stacking_chairs,Furniture,chairs
fur-fu-10000448,tenex_chairmats_for_use_with_carpeted_floors,Furniture,furnishings
tec-ph-10000984,panasonic_kx-tg9471b,Technology,phones
off-st-10001325,sterilite_officeware_hinged_file_box,Office Supplies,storage
off-bi-10002429,"premier_elliptical_ring_binder,_black",Office Supplies,binders
off-bi-10004528,cardinal_poly_pocket_divider_pockets_for_ring_binders,Office Supplies,binders
off-ap-10001271,eureka_the_boss_cordless_rechargeable_stick_vac,Office Supplies,appliances
fur-ch-10002647,"situations_contoured_folding_chairs,_4/set",Furniture,chairs
tec-ac-10001432,enermax_aurora_lite_keyboard,Technology,accessories
tec-ph-10002262,lg_electronics_tone+_hbs-730_bluetooth_headset,Technology,phones
tec-ac-10001465,sandisk_cruzer_64_gb_usb_flash_drive,Technology,accessories
tec-ph-10002597,xblue_xb-1670-86_x16_small_office_telephone_-_titanium,Technology,phones
fur-fu-10000723,"deflect-o_economat_studded,_no_bevel_mat_for_low_pile_carpeting",Furniture,furnishings
off-bi-10000404,avery_printable_repositionable_plastic_tabs,Office Supplies,binders
off-pa-10002986,xerox_1898,Office Supplies,paper
fur-ch-10002024,hon_5400_series_task_chairs_for_big_and_tall,Furniture,chairs
fur-fu-10003039,"howard_miller_11-1/2""_diameter_grantwood_wall_clock",Furniture,furnishings
off-fa-10004248,advantus_t-pin_paper_clips,Office Supplies,fasteners
off-st-10001780,tennsco_16-compartment_lockers_with_coat_rack,Office Supplies,storage
off-ar-10003560,zebra_zazzle_fluorescent_highlighters,Office Supplies,art
off-la-10001297,avery_473,Office Supplies,labels
fur-ta-10004256,bretford_“just_in_time”_height-adjustable_multi-task_work_tables,Furniture,tables
off-pa-10003441,xerox_226,Office Supplies,paper
off-bi-10000069,"gbc_prepunched_paper,_19-hole,_for_binding_systems,_24-lb",Office Supplies,binders
off-ap-10003914,"sanitaire_vibra_groomer_ir_commercial_upright_vacuum,_replacement_belts",Office Supplies,appliances
fur-fu-10004020,advantus_panel_wall_acrylic_frame,Furniture,furnishings
off-fa-10003467,"alliance_big_bands_rubber_bands,_12/pack",Office Supplies,fasteners
tec-ph-10002496,cisco_spa301,Technology,phones
off-pa-10004530,personal_creations_ink_jet_cards_and_labels,Office Supplies,paper
off-bi-10001107,"gbc_white_gloss_covers,_plain_front",Office Supplies,binders
off-pa-10004451,xerox_222,Office Supplies,paper
fur-ch-10004997,hon_every-day_series_multi-task_chairs,Furniture,chairs
tec-ph-10000347,cush_cases_heavy_duty_rugged_cover_case_for_samsung_galaxy_s5_-_purple,Technology,phones
off-ar-10003394,newell_332,Office Supplies,art
off-pa-10001450,rediform_s.o.s._phone_message_books,Office Supplies,paper
off-su-10001574,acme_value_line_scissors,Office Supplies,supplies
fur-fu-10001475,"contract_clock,_14"",_brown",Furniture,furnishings
off-su-10004498,martin-yale_premier_letter_opener,Office Supplies,supplies
tec-ph-10000586,at&t_sb67148_synj,Technology,phones
off-bi-10002764,recycled_pressboard_report_cover_with_reinforced_top_hinge,Office Supplies,binders
off-la-10003930,"dot_matrix_printer_tape_reel_labels,_white,_5000/box",Office Supplies,labels
tec-ph-10003800,i.sound_portable_power_-_8000_mah,Technology,phones
off-pa-10002005,xerox_225,Office Supplies,paper
off-pa-10004101,xerox_1894,Office Supplies,paper
off-ar-10004078,newell_312,Office Supplies,art
off-ap-10004708,fellowes_superior_10_outlet_split_surge_protector,Office Supplies,appliances
fur-fu-10001979,dana_halogen_swing-arm_architect_lamp,Furniture,furnishings
off-su-10004115,acme_stainless_steel_office_snips,Office Supplies,supplies
tec-ph-10001425,mophie_juice_pack_helium_for_iphone,Technology,phones
tec-ph-10003963,ge_2-jack_phone_line_splitter,Technology,phones
off-st-10001490,"hot_file_7-pocket,_floor_stand",Office Supplies,storage
off-pa-10002120,xerox_1889,Office Supplies,paper
off-bi-10000848,angle-d_ring_binders,Office Supplies,binders
tec-ph-10003092,motorola_l804,Technology,phones
off-la-10004345,avery_493,Office Supplies,labels
off-pa-10001204,xerox_1972,Office Supplies,paper
tec-ph-10004667,cisco_8x8_inc._6753i_ip_business_phone_system,Technology,phones
off-bi-10002949,prestige_round_ring_binders,Office Supplies,binders
fur-fu-10003849,"dax_metal_frame,_desktop,_stepped-edge",Furniture,furnishings
fur-fu-10000010,"dax_value_u-channel_document_frames,_easel_back",Furniture,furnishings
off-bi-10002824,recycled_easel_ring_binders,Office Supplies,binders
tec-ph-10002538,grandstream_gxp1160_voip_phone,Technology,phones
off-bi-10002103,"cardinal_slant-d_ring_binder,_heavy_gauge_vinyl",Office Supplies,binders
fur-ch-10004853,"global_manager's_adjustable_task_chair,_storm",Furniture,chairs
off-ap-10000179,honeywell_enviracaire_portable_hepa_air_cleaner_for_up_to_10_x_16_room,Office Supplies,appliances
off-st-10001272,"mini_13-1/2_capacity_data_binder_rack,_pearl",Office Supplies,storage
fur-fu-10000221,"master_caster_door_stop,_brown",Furniture,furnishings
off-ap-10001563,belkin_premiere_surge_master_ii_8-outlet_surge_protector,Office Supplies,appliances
off-bi-10000605,"acco_pressboard_covers_with_storage_hooks,_9_1/2""_x_11"",_executive_red",Office Supplies,binders
off-st-10001963,tennsco_regal_shelving_units,Office Supplies,storage
tec-ac-10001267,imation_32gb_pocket_pro_usb_3.0_flash_drive_-_32_gb_-_black_-_1_p_...,Technology,accessories
tec-ph-10002103,jabra_speak_410,Technology,phones
tec-ac-10002857,"verbatim_25_gb_6x_blu-ray_single_layer_recordable_disc,_1/pack",Technology,accessories
fur-ch-10001482,office_star_-_mesh_screen_back_chair_with_vinyl_seat,Furniture,chairs
off-bi-10001989,premium_transparent_presentation_covers_by_gbc,Office Supplies,binders
off-ap-10003287,tripp_lite_tlp810net_broadband_surge_for_modem/fax,Office Supplies,appliances
off-bi-10004728,wilson_jones_turn_tabs_binder_tool_for_ring_binders,Office Supplies,binders
fur-fu-10000732,eldon_200_class_desk_accessories,Furniture,furnishings
off-st-10000585,economy_rollaway_files,Office Supplies,storage
off-la-10002787,avery_480,Office Supplies,labels
off-pa-10001934,xerox_1993,Office Supplies,paper
off-ap-10002457,"eureka_the_boss_plus_12-amp_hard_box_upright_vacuum,_red",Office Supplies,appliances
off-ap-10002350,belkin_f9h710-06_7_outlet_surgemaster_surge_protector,Office Supplies,appliances
tec-ac-10001142,first_data_fd10_pin_pad,Technology,accessories
tec-ac-10001101,sony_16gb_class_10_micro_sdhc_r40_memory_card,Technology,accessories
off-ap-10002439,tripp_lite_isotel_8_ultra_8_outlet_metal_surge,Office Supplies,appliances
off-bi-10002827,avery_durable_poly_binders,Office Supplies,binders
off-en-10002230,airmail_envelopes,Office Supplies,envelopes
off-st-10001511,space_solutions_commercial_steel_shelving,Office Supplies,storage
off-su-10004231,acme_tagit_stainless_steel_antibacterial_scissors,Office Supplies,supplies
tec-ph-10004042,clearone_communications_chat_70_oc_speaker_phone,Technology,phones
fur-fu-10003096,"master_giant_foot_doorstop,_safety_yellow",Furniture,furnishings
fur-fu-10002759,12-1/2_diameter_round_wall_clock,Furniture,furnishings
fur-ta-10000688,"chromcraft_bull-nose_wood_round_conference_table_top,_wood_base",Furniture,tables
off-ar-10001954,newell_331,Office Supplies,art
off-ap-10004532,kensington_6_outlet_guardian_standard_surge_protector,Office Supplies,appliances
off-pa-10002137,"southworth_100%_résumé_paper,_24lb.",Office Supplies,paper
off-ap-10000804,hoover_portapower_portable_vacuum,Office Supplies,appliances
tec-ac-10003614,"verbatim_25_gb_6x_blu-ray_single_layer_recordable_disc,_10/pack",Technology,accessories
fur-fu-10003553,"howard_miller_13-1/2""_diameter_rosebrook_wall_clock",Furniture,furnishings
off-bi-10004632,ibico_hi-tech_manual_binding_system,Office Supplies,binders
off-bi-10003305,avery_hanging_file_binders,Office Supplies,binders
off-st-10002583,fellowes_neat_ideas_storage_cubes,Office Supplies,storage
tec-ma-10004125,cubify_cubex_3d_printer_triple_head_print,Technology,machines
off-la-10001934,avery_516,Office Supplies,labels
fur-bo-10004015,"bush_andora_bookcase,_maple/graphite_gray_finish",Furniture,bookcases
fur-fu-10004071,luxo_professional_magnifying_clamp-on_fluorescent_lamps,Furniture,furnishings
off-st-10002444,recycled_eldon_regeneration_jumbo_file,Office Supplies,storage
tec-ac-10002253,imation_bio_8gb_usb_flash_drive_imation_corp,Technology,accessories
off-pa-10000743,xerox_1977,Office Supplies,paper
off-la-10002312,avery_490,Office Supplies,labels
off-la-10003510,"avery_4027_file_folder_labels_for_dot_matrix_printers,_5000_labels_per_box,_white",Office Supplies,labels
off-ar-10001118,"binney_&_smith_crayola_metallic_crayons,_16-color_pack",Office Supplies,art
off-bi-10001575,gbc_linen_binding_covers,Office Supplies,binders
fur-fu-10003394,"tenex_""the_solids""_textured_chair_mats",Furniture,furnishings
fur-ta-10002774,laminate_occasional_tables,Furniture,tables
off-pa-10001800,xerox_220,Office Supplies,paper
off-ap-10001469,fellowes_8_outlet_superior_workstation_surge_protector,Office Supplies,appliances
fur-bo-10003272,o'sullivan_living_dimensions_5-shelf_bookcases,Furniture,bookcases
off-en-10001219,"#10-_4_1/8""_x_9_1/2""_security-tint_envelopes",Office Supplies,envelopes
off-ap-10001154,bionaire_personal_warm_mist_humidifier/vaporizer,Office Supplies,appliances
tec-ac-10001606,logitech_wireless_performance_mouse_mx_for_pc_and_mac,Technology,accessories
off-bi-10003355,cardinal_holdit_business_card_pockets,Office Supplies,binders
fur-fu-10002253,"howard_miller_13""_diameter_pewter_finish_round_wall_clock",Furniture,furnishings
off-pa-10004092,tops_green_bar_computer_printout_paper,Office Supplies,paper
fur-ta-10000198,chromcraft_bull-nose_wood_oval_conference_tables_&_bases,Furniture,tables
off-st-10000036,"recycled_data-pak_for_archival_bound_computer_printouts,_12-1/2_x_12-1/2_x_16",Office Supplies,storage
fur-fu-10000222,"seth_thomas_16""_steel_case_clock",Furniture,furnishings
off-su-10004664,acme_softgrip_scissors,Office Supplies,supplies
off-en-10001141,"manila_recycled_extra-heavyweight_clasp_envelopes,_6""_x_9""",Office Supplies,envelopes
tec-ph-10002170,clearsounds_csc500_amplified_spirit_phone_corded_phone,Technology,phones
off-pa-10001954,xerox_1964,Office Supplies,paper
fur-ta-10002228,"bevis_traditional_conference_table_top,_plinth_base",Furniture,tables
off-st-10004634,"personal_folder_holder,_ebony",Office Supplies,storage
tec-ac-10003610,logitech_illuminated_-_keyboard,Technology,accessories
fur-bo-10001619,o'sullivan_cherrywood_estates_traditional_bookcase,Furniture,bookcases
off-bi-10000138,acco_translucent_poly_ring_binders,Office Supplies,binders
tec-ac-10001383,logitech_wireless_touch_keyboard_k400,Technology,accessories
off-la-10003223,avery_508,Office Supplies,labels
off-bi-10004094,gbc_standard_plastic_binding_systems_combs,Office Supplies,binders
off-pa-10004971,xerox_196,Office Supplies,paper
off-su-10004261,"fiskars_8""_scissors,_2/pack",Office Supplies,supplies
tec-ph-10000004,belkin_iphone_and_ipad_lightning_cable,Technology,phones
off-bi-10003638,gbc_durable_plastic_covers,Office Supplies,binders
fur-fu-10003577,nu-dell_leatherette_frames,Furniture,furnishings
off-bi-10000546,avery_durable_binders,Office Supplies,binders
tec-co-10002095,hewlett_packard_610_color_digital_copier_/_printer,Technology,copiers
fur-ta-10001095,chromcraft_round_conference_tables,Furniture,tables
off-la-10004484,avery_476,Office Supplies,labels
off-en-10001532,brown_kraft_recycled_envelopes,Office Supplies,envelopes
tec-ac-10003174,plantronics_s12_corded_telephone_headset_system,Technology,accessories
off-bi-10004187,3-ring_staple_pack,Office Supplies,binders
off-st-10000025,fellowes_stor/drawer_steel_plus_storage_drawers,Office Supplies,storage
fur-fu-10004306,electrix_halogen_magnifier_lamp,Furniture,furnishings
fur-ch-10003746,hon_4070_series_pagoda_round_back_stacking_chairs,Furniture,chairs
off-bi-10001036,cardinal_easyopen_d-ring_binders,Office Supplies,binders
off-bi-10000301,gbc_instant_report_kit,Office Supplies,binders
off-ar-10004648,boston_19500_mighty_mite_electric_pencil_sharpener,Office Supplies,art
fur-fu-10002597,"c-line_magnetic_cubicle_keepers,_clear_polypropylene",Furniture,furnishings
off-ar-10003405,"dixon_my_first_ticonderoga_pencil,_#2",Office Supplies,art
fur-ch-10002335,hon_gueststacker_chair,Furniture,chairs
off-pa-10003657,xerox_1927,Office Supplies,paper
fur-bo-10004409,"safco_value_mate_series_steel_bookcases,_baked_enamel_finish_on_steel,_gray",Furniture,bookcases
tec-ac-10000057,microsoft_natural_ergonomic_keyboard_4000,Technology,accessories
off-en-10000056,cameo_buff_policy_envelopes,Office Supplies,envelopes
off-bi-10000014,heavy-duty_e-z-d_binders,Office Supplies,binders
fur-ch-10004675,"lifetime_advantage_folding_chairs,_4/carton",Furniture,chairs
off-bi-10001132,"acco_presstex_data_binder_with_storage_hooks,_dark_blue,_9_1/2""_x_11""",Office Supplies,binders
fur-ch-10003199,office_star_-_contemporary_task_swivel_chair,Furniture,chairs
tec-ph-10001530,cisco_unified_ip_phone_7945g_voip_phone,Technology,phones
off-la-10001569,avery_499,Office Supplies,labels
off-pa-10000176,xerox_1887,Office Supplies,paper
off-la-10002271,smead_alpha-z_color-coded_second_alphabetical_labels_and_starter_set,Office Supplies,labels
fur-fu-10004090,"executive_impressions_14""_contract_wall_clock",Furniture,furnishings
off-ap-10000576,"belkin_325va_ups_surge_protector,_6'",Office Supplies,appliances
off-pa-10003953,xerox_218,Office Supplies,paper
fur-fu-10000794,"eldon_stackable_tray,_side-load,_legal,_smoke",Furniture,furnishings
off-ar-10001897,model_l_table_or_wall-mount_pencil_sharpener,Office Supplies,art
tec-ph-10001795,clearone_chatattach_160_-_speaker_phone,Technology,phones
tec-ac-10004901,kensington_slimblade_notebook_wireless_mouse_with_nano_receiver,Technology,accessories
off-ar-10003190,newell_32,Office Supplies,art
off-ap-10000240,belkin_f9g930v10-gry_9_outlet_surge,Office Supplies,appliances
tec-ac-10001838,razer_tiamat_over_ear_7.1_surround_sound_pc_gaming_headset,Technology,accessories
off-pa-10003651,xerox_1968,Office Supplies,paper
off-bi-10003094,self-adhesive_ring_binder_labels,Office Supplies,binders
fur-ch-10001394,global_leather_executive_chair,Furniture,chairs
off-bi-10004230,gbc_recycled_grain_textured_covers,Office Supplies,binders
off-pa-10003395,xerox_1941,Office Supplies,paper
tec-ac-10002402,razer_kraken_pro_over_ear_pc_and_music_headset,Technology,accessories
tec-ac-10003441,kingston_digital_datatraveler_32gb_usb_2.0,Technology,accessories
off-fa-10002280,advantus_plastic_paper_clips,Office Supplies,fasteners
off-su-10000381,acme_forged_steel_scissors_with_black_enamel_handles,Office Supplies,supplies
off-en-10004459,security-tint_envelopes,Office Supplies,envelopes
fur-ch-10000665,"global_airflow_leather_mesh_back_chair,_black",Furniture,chairs
off-ap-10003884,"fellowes_smart_surge_ten-outlet_protector,_platinum",Office Supplies,appliances
tec-ph-10001557,pyle_pmp37led,Technology,phones
tec-ph-10002085,clarity_53712,Technology,phones
off-ar-10002956,boston_16801_nautilus_battery_pencil_sharpener,Office Supplies,art
off-ap-10003266,"holmes_replacement_filter_for_hepa_air_cleaner,_large_room",Office Supplies,appliances
tec-ma-10004002,zebra_gx420t_direct_thermal/thermal_transfer_printer,Technology,machines
off-bi-10001071,gbc_proclick_punch_binding_system,Office Supplies,binders
off-pa-10001560,"adams_telephone_message_books,_5_1/4”_x_11”",Office Supplies,paper
off-ar-10002578,newell_335,Office Supplies,art
fur-bo-10001519,o'sullivan_3-shelf_heavy-duty_bookcases,Furniture,bookcases
off-bi-10001294,fellowes_binding_cases,Office Supplies,binders
off-bi-10001636,ibico_plastic_and_wire_spiral_binding_combs,Office Supplies,binders
off-su-10002503,acme_preferred_stainless_steel_scissors,Office Supplies,supplies
off-la-10004093,avery_486,Office Supplies,labels
fur-fu-10003878,"linden_10""_round_wall_clock,_black",Furniture,furnishings
tec-ac-10000710,maxell_dvd-ram_discs,Technology,accessories
off-ar-10002335,dixon_oriole_pencils,Office Supplies,art
off-pa-10001870,xerox_202,Office Supplies,paper
off-pa-10001019,xerox_1884,Office Supplies,paper
off-su-10002537,acme_box_cutter_scissors,Office Supplies,supplies
off-st-10002562,staple_magnet,Office Supplies,storage
off-ar-10003752,deluxe_chalkboard_eraser_cleaner,Office Supplies,art
tec-ac-10001714,logitech_mx_performance_wireless_mouse,Technology,accessories
off-ar-10003958,newell_337,Office Supplies,art
tec-ph-10002923,"logitech_b530_usb_headset_-_headset_-_full_size,_binaural",Technology,phones
off-la-10004272,avery_482,Office Supplies,labels
fur-fu-10000965,"howard_miller_11-1/2""_diameter_ridgewood_wall_clock",Furniture,furnishings
off-la-10004853,avery_483,Office Supplies,labels
off-bi-10003719,large_capacity_hanging_post_binders,Office Supplies,binders
off-bi-10000545,gbc_ibimaster_500_manual_proclick_binding_system,Office Supplies,binders
off-pa-10003591,southworth_100%_cotton_the_best_paper,Office Supplies,paper
off-pa-10001790,xerox_1910,Office Supplies,paper
tec-ac-10002049,logitech_g19_programmable_gaming_keyboard,Technology,accessories
off-bi-10003712,"acco_pressboard_covers_with_storage_hooks,_14_7/8""_x_11"",_light_blue",Office Supplies,binders
off-bi-10003984,lock-up_easel_'spel-binder',Office Supplies,binders
fur-fu-10001424,dax_clear_box_frame,Furniture,furnishings
off-bi-10002071,fellowes_black_plastic_comb_bindings,Office Supplies,binders
off-st-10002486,eldon_shelf_savers_cubes_and_bins,Office Supplies,storage
tec-ac-10000927,anker_ultrathin_bluetooth_wireless_keyboard_aluminum_cover_with_stand,Technology,accessories
off-pa-10001622,"ampad_poly_cover_wirebound_steno_book,_6""_x_9""_assorted_colors,_gregg_ruled",Office Supplies,paper
off-ar-10003158,fluorescent_highlighters_by_dixon,Office Supplies,art
tec-ph-10002660,nortel_networks_t7316_e_nt8_b27,Technology,phones
off-bi-10003364,binding_machine_supplies,Office Supplies,binders
off-pa-10002250,things_to_do_today_pad,Office Supplies,paper
off-bi-10004716,wilson_jones_hanging_recycled_pressboard_data_binders,Office Supplies,binders
off-la-10001045,permanent_self-adhesive_file_folder_labels_for_typewriters_by_universal,Office Supplies,labels
off-bi-10001510,deluxe_heavy-duty_vinyl_round_ring_binder,Office Supplies,binders
off-pa-10002947,xerox_1923,Office Supplies,paper
off-pa-10000019,xerox_1931,Office Supplies,paper
fur-bo-10003441,"bush_westfield_collection_bookcases,_fully_assembled",Furniture,bookcases
tec-ph-10004774,gear_head_au3700s_headset,Technology,phones
off-bi-10003684,wilson_jones_legal_size_ring_binders,Office Supplies,binders
tec-ph-10001494,polycom_cx600_ip_phone_voip_phone,Technology,phones
tec-ac-10004666,maxell_ivdr_ex_500gb_cartridge,Technology,accessories
off-st-10003816,fellowes_high-stak_drawer_files,Office Supplies,storage
fur-ta-10001520,"lesro_sheffield_collection_coffee_table,_end_table,_center_table,_corner_table",Furniture,tables
off-st-10001558,acco_perma_4000_stacking_storage_drawers,Office Supplies,storage
tec-ac-10002473,maxell_4.7gb_dvd-r,Technology,accessories
tec-ph-10004531,otterbox_commuter_series_case_-_iphone_5_&_5s,Technology,phones
