Product_ID,Category,Sub-Category,Product Name
FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs
FUR-BO-10004709-5,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
TEC-PH-10000455-3,Technology,Phones,GE 30522EE2
OFF-BI-10002393-5,Office Supplies,Binders,Binder Posts
OFF-PA-10004381-2,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper
OFF-FA-10003059-4,Office Supplies,Fasteners,Assorted Color Push Pins
OFF-PA-10000994-5,Office Supplies,Paper,Xerox 1915
TEC-PH-10002890-4,Technology,Phones,AT&T 17929 Lendline Telephone
OFF-AR-10003338-2,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
FUR-TA-10003008-2,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table"
OFF-PA-10001972-6,Office Supplies,Paper,Xerox 214
FUR-CH-10000155-2,Furniture,Chairs,Global Comet Stacking Armless Chair
OFF-AR-10000658-4,Office Supplies,Art,Newell 324
OFF-PA-10000349-6,Office Supplies,Paper,Easy-staple paper
OFF-AR-10001446-2,Office Supplies,Art,Newell 309
OFF-EN-10004483-4,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2"
OFF-BI-10002012-6,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters
OFF-FA-10003021-4,Office Supplies,Fasteners,Staples
TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
OFF-BI-10004728-5,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
OFF-ST-10000078-5,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers
FUR-BO-10003034-4,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish"
OFF-AR-10003514-7,Office Supplies,Art,4009 Highlighters by Sanford
FUR-CH-10001708-3,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
FUR-BO-10002598-2,Furniture,Bookcases,"Hon Metal Bookcases, Putty"
OFF-AR-10001022-2,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters
OFF-ST-10004459-6,Office Supplies,Storage,Tennsco Single-Tier Lockers
OFF-PA-10004381-3,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper
OFF-BI-10000050-6,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
OFF-FA-10000304-5,Office Supplies,Fasteners,Advantus Push Pins
OFF-LA-10002475-4,Office Supplies,Labels,Avery 519
OFF-BI-10001989-6,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC
FUR-FU-10000732-4,Furniture,Furnishings,Eldon 200 Class Desk Accessories
OFF-AR-10004441-4,Office Supplies,Art,BIC Brite Liner Highlighters
OFF-PA-10000304-5,Office Supplies,Paper,Xerox 1995
OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors
TEC-PH-10001527-2,Technology,Phones,Plantronics MX500i Earset
OFF-AR-10002335-4,Office Supplies,Art,DIXON Oriole Pencils
OFF-PA-10003641-2,Office Supplies,Paper,Xerox 1909
FUR-FU-10002685-2,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
OFF-BI-10001308-4,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs
OFF-FA-10003485,Office Supplies,Fasteners,Staples
TEC-PH-10003357-2,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone
OFF-AP-10002867-2,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip
FUR-CH-10004477-5,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo"
OFF-AR-10001427-2,Office Supplies,Art,Newell 330
OFF-ST-10002344-6,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit"
OFF-BI-10000301-7,Office Supplies,Binders,GBC Instant Report Kit
TEC-PH-10001944-2,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
TEC-PH-10001527-3,Technology,Phones,Plantronics MX500i Earset
OFF-PA-10001307-3,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad"
TEC-AC-10004571-5,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
FUR-CH-10001973-4,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame
FUR-CH-10000513-5,Furniture,Chairs,High-Back Leather Manager's Chair
OFF-PA-10002421-2,Office Supplies,Paper,Embossed Ink Jet Note Cards
FUR-FU-10004090-6,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock"
OFF-PA-10004071-6,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
OFF-PA-10002246-4,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
TEC-AC-10003198-2,Technology,Accessories,Enermax Acrylux Wireless Keyboard
OFF-BI-10001031-4,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones
OFF-BI-10003727-3,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder
TEC-PH-10001336-4,Technology,Phones,Digium D40 VoIP phone
OFF-SU-10001664-4,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers
OFF-AP-10003971-5,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip
TEC-AC-10000199-2,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0
OFF-LA-10001045-5,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
OFF-ST-10003442-7,Office Supplies,Storage,Eldon Portable Mobile Manager
OFF-FA-10003059-5,Office Supplies,Fasteners,Assorted Color Push Pins
OFF-LA-10001175-3,Office Supplies,Labels,Avery 514
OFF-PA-10003441-5,Office Supplies,Paper,Xerox 226
FUR-CH-10004287-7,Furniture,Chairs,SAFCO Arco Folding Chair
OFF-BI-10004040-3,Office Supplies,Binders,Wilson Jones Impact Binders
OFF-BI-10004022-4,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
TEC-PH-10002200-6,Technology,Phones,Aastra 6757i CT Wireless VoIP phone
OFF-BI-10001120-2,Office Supplies,Binders,Ibico EPK-21 Electric Binding System
OFF-EN-10000461-5,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
OFF-LA-10004008-2,Office Supplies,Labels,Avery 507
FUR-FU-10000221-8,Furniture,Furnishings,"Master Caster Door Stop, Brown"
OFF-BI-10000962-8,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum
OFF-BI-10000014-4,Office Supplies,Binders,Heavy-Duty E-Z-D Binders
TEC-PH-10004120-3,Technology,Phones,AT&T 1080 Phone
OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper
TEC-AC-10000736-2,Technology,Accessories,Logitech G600 MMO Gaming Mouse
OFF-SU-10000898-2,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"
OFF-PA-10004327-4,Office Supplies,Paper,Xerox 1911
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper
TEC-AC-10002550-4,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack
OFF-ST-10003306-6,Office Supplies,Storage,Letter Size Cart
TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer
OFF-ST-10001505-4,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H"
OFF-BI-10004781-4,Office Supplies,Binders,GBC Wire Binding Strips
TEC-PH-10002680-2,Technology,Phones,Samsung Galaxy Note 3
OFF-BI-10000848-6,Office Supplies,Binders,Angle-D Ring Binders
FUR-BO-10004467-5,Furniture,Bookcases,Bestar Classic Bookcase
OFF-BI-10001670-6,Office Supplies,Binders,Vinyl Sectional Post Binders
OFF-ST-10000136,Office Supplies,Storage,Letter Size File
TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
FUR-FU-10002960-3,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy"
TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4
FUR-FU-10002505-3,Furniture,Furnishings,Eldon 100 Class Desk Accessories
TEC-AC-10003832-10,Technology,Accessories,Logitech P710e Mobile Speakerphone
OFF-SU-10002537-3,Office Supplies,Supplies,Acme Box Cutter Scissors
OFF-SU-10003505-4,Office Supplies,Supplies,Premier Electric Letter Opener
TEC-AC-10001465-6,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
TEC-AC-10003832-11,Technology,Accessories,Logitech P710e Mobile Speakerphone
FUR-FU-10003731-2,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
OFF-BI-10004828-3,Office Supplies,Binders,GBC Poly Designer Binding Covers
TEC-PH-10003012-7,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
OFF-AP-10002311-5,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"
FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
TEC-AC-10001606-4,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac
OFF-AR-10001216-2,Office Supplies,Art,Newell 339
OFF-SU-10001664-5,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers
OFF-BI-10002498-4,Office Supplies,Binders,Clear Mylar Reinforcing Strips
FUR-CH-10003968-2,Furniture,Chairs,Novimex Turbo Task Chair
OFF-AP-10002765-4,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors
FUR-BO-10004690-2,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase
FUR-TA-10000688-4,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
TEC-AC-10003441-5,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0
TEC-AC-10003610-3,Technology,Accessories,Logitech Illuminated - Keyboard
FUR-TA-10001520-5,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
TEC-PH-10001817-3,Technology,Phones,Wilson Electronics DB Pro Signal Booster
OFF-BI-10004492-5,Office Supplies,Binders,Tuf-Vin Binders
OFF-PA-10002421-3,Office Supplies,Paper,Embossed Ink Jet Note Cards
OFF-AP-10000055-3,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge
FUR-FU-10000965-5,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
OFF-PA-10001363-2,Office Supplies,Paper,Xerox 1933
OFF-ST-10001496-3,Office Supplies,Storage,Standard Rollaway File with Lock
OFF-BI-10004656-6,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets
OFF-AR-10001227-2,Office Supplies,Art,Newell 338
OFF-BI-10002071-5,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings
TEC-AC-10004901-3,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver
OFF-PA-10001776-6,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
OFF-EN-10000483-5,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
OFF-PA-10003129-4,Office Supplies,Paper,Tops White Computer Printout Paper
TEC-AC-10003198-3,Technology,Accessories,Enermax Acrylux Wireless Keyboard
OFF-AR-10001246-5,Office Supplies,Art,Newell 317
FUR-BO-10003272-4,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases
OFF-PA-10002606-3,Office Supplies,Paper,Xerox 1928
OFF-ST-10002486-7,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins
OFF-BI-10004330-4,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series"
TEC-PH-10000560-4,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)
OFF-ST-10000060-6,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
OFF-BI-10003684-4,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders
TEC-PH-10000441-4,Technology,Phones,VTech DS6151
FUR-FU-10000723-4,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
TEC-PH-10004977-4,Technology,Phones,GE 30524EE4
TEC-AC-10002001-3,Technology,Accessories,Logitech Wireless Gaming Headset G930
FUR-TA-10001889-4,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
OFF-AR-10003504-2,Office Supplies,Art,Newell 347
TEC-CO-10001571-6,Technology,Copiers,Sharp 1540cs Digital Laser Copier
OFF-AP-10002495-2,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
OFF-EN-10002500-5,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
FUR-FU-10002088-4,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
TEC-PH-10001128-2,Technology,Phones,Motorola Droid Maxx
OFF-ST-10000649-5,Office Supplies,Storage,Hanging Personal Folder File
OFF-BI-10002103-4,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
FUR-TA-10001705-3,Furniture,Tables,Bush Advantage Collection Round Conference Table
OFF-ST-10004634-4,Office Supplies,Storage,"Personal Folder Holder, Ebony"
FUR-TA-10004442-2,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series
OFF-BI-10002949-5,Office Supplies,Binders,Prestige Round Ring Binders
FUR-BO-10002213-4,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish"
OFF-ST-10001325-8,Office Supplies,Storage,Sterilite Officeware Hinged File Box
OFF-PA-10003441-6,Office Supplies,Paper,Xerox 226
TEC-AC-10004209-3,Technology,Accessories,Memorex Froggy Flash Drive 4 GB
OFF-PA-10000501-3,Office Supplies,Paper,Petty Cash Envelope
OFF-PA-10003656-3,Office Supplies,Paper,Xerox 1935
OFF-BI-10001107-6,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
TEC-PH-10000562,Technology,Phones,Samsung Convoy 3
TEC-AC-10001101-3,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card
OFF-BI-10003529-4,Office Supplies,Binders,Avery Round Ring Poly Binders
OFF-PA-10001752-2,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)
OFF-EN-10001141-3,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""
OFF-FA-10003472-3,Office Supplies,Fasteners,Bagged Rubber Bands
OFF-ST-10004507-7,Office Supplies,Storage,Advantus Rolling Storage Box
OFF-AP-10004036-3,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner
FUR-TA-10004086-4,Furniture,Tables,KI Adjustable-Height Table
TEC-PH-10000307-2,Technology,Phones,Shocksock Galaxy S4 Armband
FUR-FU-10002088-5,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
OFF-BI-10004965-4,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
OFF-ST-10002485-2,Office Supplies,Storage,Rogers Deluxe File Chest
OFF-BI-10002194-2,Office Supplies,Binders,Cardinal Hold-It CD Pocket
OFF-AR-10003732-7,Office Supplies,Art,Newell 333
OFF-PA-10002195-5,Office Supplies,Paper,Xerox 1966
OFF-PA-10002365-4,Office Supplies,Paper,Xerox 1967
OFF-PA-10001950-3,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes
TEC-AC-10004633-4,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
FUR-CH-10002439-3,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
TEC-AC-10000682-2,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
OFF-AR-10004078-6,Office Supplies,Art,Newell 312
OFF-AR-10001958-4,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners
OFF-EN-10001335-5,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
OFF-ST-10003479-4,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
OFF-PA-10003016-3,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads"
FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear"
OFF-PA-10003936-2,Office Supplies,Paper,Xerox 1994
OFF-BI-10004140-9,Office Supplies,Binders,Avery Non-Stick Binders
OFF-LA-10004178,Office Supplies,Labels,Avery 491
OFF-ST-10003324-2,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit
OFF-FA-10004854-6,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
TEC-MA-10002859-2,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder
OFF-BI-10000088-6,Office Supplies,Binders,GBC Imprintable Covers
OFF-ST-10004180-4,Office Supplies,Storage,Safco Commercial Shelving
TEC-AC-10002926-6,Technology,Accessories,Logitech Wireless Marathon Mouse M705
OFF-PA-10003797,Office Supplies,Paper,Xerox 209
OFF-PA-10002195-6,Office Supplies,Paper,Xerox 1966
FUR-TA-10001039-5,Furniture,Tables,KI Adjustable-Height Table
OFF-EN-10001099-4,Office Supplies,Envelopes,Staple envelope
TEC-MA-10003979-2,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder
OFF-AP-10002945-4,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
TEC-PH-10001536-4,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet
TEC-PH-10000526-4,Technology,Phones,Vtech CS6719
OFF-PA-10000213-2,Office Supplies,Paper,Xerox 198
FUR-FU-10002501-3,Furniture,Furnishings,Nu-Dell Executive Frame
TEC-PH-10001819-4,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit
OFF-AP-10001962-3,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
OFF-BI-10003364-7,Office Supplies,Binders,Binding Machine Supplies
OFF-FA-10002983-3,Office Supplies,Fasteners,Advantus SlideClip Paper Clips
OFF-BI-10002432-3,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders
FUR-FU-10003096-3,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow"
OFF-EN-10001539-4,Office Supplies,Envelopes,Staple envelope
OFF-PA-10004996-2,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2"""
TEC-AC-10001956-2,Technology,Accessories,Microsoft Arc Touch Mouse
FUR-CH-10000454-7,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
OFF-SU-10000946-3,Office Supplies,Supplies,Staple remover
OFF-BI-10004140-10,Office Supplies,Binders,Avery Non-Stick Binders
FUR-FU-10003039-4,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
OFF-ST-10000464-4,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins"
OFF-AP-10000252-3,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers
FUR-FU-10001731-2,Furniture,Furnishings,Acrylic Self-Standing Desk Frames
FUR-CH-10001394-5,Furniture,Chairs,Global Leather Executive Chair
TEC-PH-10001578-3,Technology,Phones,Polycom SoundStation2 EX Conference phone
OFF-ST-10000675-4,Office Supplies,Storage,"File Shuttle II and Handi-File, Black"
OFF-ST-10002352-4,Office Supplies,Storage,Iris Project Case
OFF-BI-10004528-2,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders
OFF-AR-10001026-3,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"
OFF-BI-10002215-4,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1"""
FUR-FU-10000305-3,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
TEC-PH-10002584-2,Technology,Phones,Samsung Galaxy S4
FUR-CH-10000229-2,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
FUR-FU-10003799-2,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock"
TEC-PH-10001700-3,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone
TEC-PH-10001527-4,Technology,Phones,Plantronics MX500i Earset
FUR-BO-10002916-3,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
FUR-CH-10000863-4,Furniture,Chairs,Novimex Swivel Fabric Task Chair
FUR-CH-10003968-3,Furniture,Chairs,Novimex Turbo Task Chair
OFF-AR-10001149-5,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink"
OFF-PA-10000130-3,Office Supplies,Paper,Xerox 199
OFF-PA-10002479-8,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
FUR-CH-10004997-5,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
OFF-ST-10004950-6,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers
OFF-ST-10001490-7,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
FUR-CH-10002024-4,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall
OFF-PA-10001790-3,Office Supplies,Paper,Xerox 1910
OFF-PA-10000994-6,Office Supplies,Paper,Xerox 1915
OFF-AR-10002399-3,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
OFF-BI-10002799-5,Office Supplies,Binders,"SlimView Poly Binder, 3/8"""
FUR-BO-10004360-2,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases
OFF-BI-10002082-7,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements
OFF-BI-10004967-4,Office Supplies,Binders,Round Ring Binders
FUR-FU-10004973-6,Furniture,Furnishings,Flat Face Poster Frame
TEC-PH-10003645-5,Technology,Phones,Aastra 57i VoIP phone
OFF-AP-10004980-2,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room
OFF-PA-10003797-2,Office Supplies,Paper,Xerox 209
OFF-BI-10003707-6,Office Supplies,Binders,Aluminum Screw Posts
OFF-ST-10000885-2,Office Supplies,Storage,Fellowes Desktop Hanging File Manager
OFF-BI-10002827-5,Office Supplies,Binders,Avery Durable Poly Binders
OFF-ST-10004459-7,Office Supplies,Storage,Tennsco Single-Tier Lockers
TEC-PH-10002789-2,Technology,Phones,LG Exalt
TEC-AC-10001314-4,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard
FUR-CH-10000015-4,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs
TEC-AC-10004855-2,Technology,Accessories,V7 USB Numeric Keypad
OFF-AR-10003582-5,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
OFF-EN-10003448,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
FUR-FU-10003773-3,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
OFF-PA-10001363-3,Office Supplies,Paper,Xerox 1933
OFF-AR-10004757-7,Office Supplies,Art,Crayola Colored Pencils
OFF-BI-10000309-3,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
OFF-EN-10001434-2,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White"
TEC-PH-10003988-5,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
OFF-SU-10000151-2,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener
OFF-FA-10001332-4,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long"
TEC-PH-10000895-6,Technology,Phones,Polycom VVX 310 VoIP phone
TEC-AC-10002857-2,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack"
FUR-FU-10004018-5,Furniture,Furnishings,Tensor Computer Mounted Lamp
OFF-ST-10003638-3,Office Supplies,Storage,Mobile Personal File Cube
OFF-AR-10004685-5,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
OFF-ST-10001713-5,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
OFF-FA-10000490-3,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black"
OFF-LA-10002043-4,Office Supplies,Labels,Avery 489
OFF-PA-10002464-3,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright)
OFF-EN-10002504-4,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
OFF-ST-10002615-4,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts"
OFF-ST-10004258-4,Office Supplies,Storage,Portable Personal File Box
OFF-ST-10004507-8,Office Supplies,Storage,Advantus Rolling Storage Box
OFF-LA-10000262-3,Office Supplies,Labels,Avery 494
OFF-AR-10002445-4,Office Supplies,Art,SANFORD Major Accent Highlighters
OFF-PA-10001667-4,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
OFF-EN-10000461-6,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"
OFF-PA-10002254-4,Office Supplies,Paper,Xerox 1883
OFF-AR-10001868-5,Office Supplies,Art,Prang Dustless Chalk Sticks
FUR-CH-10004875-4,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
FUR-BO-10000711-2,Furniture,Bookcases,"Hon Metal Bookcases, Gray"
OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator
TEC-PH-10003555-5,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
OFF-BI-10001267-4,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
OFF-PA-10004071-7,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
OFF-BI-10001553-4,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
OFF-BI-10003007-3,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
FUR-BO-10003272-5,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases
OFF-PA-10001033-2,Office Supplies,Paper,Xerox 1893
OFF-BI-10001553-5,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
FUR-TA-10001095-7,Furniture,Tables,Chromcraft Round Conference Tables
FUR-FU-10001185-2,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
OFF-BI-10000343-8,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
FUR-CH-10004626-2,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
FUR-TA-10001768-3,Furniture,Tables,Hon Racetrack Conference Tables
OFF-AP-10001947-5,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
